Age (bin),Age Group,Category,Color,Discount,Discount Count,Frequency of Purchases,Gender,Item,Location,Past Purchases,Payment Method,Season,Shipping Type,Size,Subscription Status,Table Name,Age,Customer,Previous Purchases,Product Count,Review Rating,Sales (USD)
60,65-70,Clothing,Magenta,No,0,Monthly,Female,Hoodie,North Dakota,"0
New",Card,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,66,2813,0,1,3.8,173.26
30,25-34,Clothing,Charcoal,No,0,Fortnightly,Female,Blouse,Alaska,1 - 3,Card,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,30,3274,1,1,4.2,81.48
30,25-34,Clothing,White,No,0,Fortnightly,Female,Socks,Maine,"0
New",Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,31,2930,0,1,4.5,39.41
20,25-34,Clothing,Maroon,No,0,Monthly,Female,Hoodie,Mississippi,"0
New",Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,25,3192,0,1,4.7,65.86
20,25-34,Clothing,Black,No,0,Quarterly,Female,Pants,Tennessee,4 - 6,Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,29,3397,4,1,5,21.53
10,18-24,Clothing,Red,No,0,Weekly,Female,Hoodie,Rhode Island,"0
New",Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,19,2799,0,1,4.8,9.03
40,45-54,Clothing,Black,No,0,Weekly,Female,Pants,New Mexico,"0
New",Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,48,3494,0,1,4.7,110.74
10,18-24,Clothing,Orange,No,0,Weekly,Female,Sweater,Indiana,"0
New",Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,19,3323,0,1,4.6,182.66
10,18-24,Clothing,Charcoal,No,0,Weekly,Female,Dress,South Dakota,4 - 6,Card,Winter,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,19,3276,5,1,4,101.79
60,55-64,Footwear,Pink,No,0,Weekly,Female,Sneakers,Vermont,7 & more,Card,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,64,3082,9,1,4.9,28.42
30,25-34,Footwear,Black,No,0,Monthly,Female,Sandals,Wyoming,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,34,3594,2,1,4.6,101.73
20,25-34,Footwear,Purple,No,0,Quarterly,Female,Sandals,Arkansas,4 - 6,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,29,3569,6,1,4.8,72.95
20,25-34,Footwear,Beige,No,0,Weekly,Female,Boots,Kansas,1 - 3,Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,25,3190,1,1,4.2,138.31
20,25-34,Footwear,Yellow,No,0,Fortnightly,Female,Sandals,Alabama,1 - 3,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,25,3107,3,1,4.7,45.16
30,25-34,Footwear,Yellow,No,0,Fortnightly,Female,Sandals,Vermont,1 - 3,Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,31,3395,2,1,4.2,332.34
50,55-64,Footwear,White,No,0,Monthly,Female,Shoes,Iowa,1 - 3,Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,56,3539,3,1,4.5,55
40,45-54,Footwear,Brown,No,0,Fortnightly,Female,Sandals,Ohio,4 - 6,Card,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,49,2667,6,1,4.1,232.61
30,35-44,Footwear,Pink,No,0,Fortnightly,Female,Boots,West Virginia,1 - 3,Card,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,36,2788,3,1,4.1,98.33
20,18-24,Footwear,Peach,No,0,Weekly,Female,Sneakers,Tennessee,1 - 3,Card,Summer,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,24,2975,1,1,4.1,445.48
30,25-34,Footwear,Orange,No,0,Weekly,Female,Sandals,Michigan,1 - 3,Card,Summer,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,34,3692,2,1,4.8,9.6
30,35-44,Outerwear,Lavender,No,0,Monthly,Female,Jacket,Colorado,"0
New",Card,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,35,3843,0,1,4.2,120.61
30,25-34,Outerwear,Turquoise,No,0,Fortnightly,Female,Jacket,Missouri,"0
New",Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,34,3665,0,1,4.4,65.66
10,18-24,Outerwear,Peach,No,0,Monthly,Female,Jacket,Nevada,"0
New",Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,19,3558,0,1,4.9,12.79
50,45-54,Outerwear,Black,No,0,Quarterly,Female,Coat,Texas,1 - 3,Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,54,2669,2,1,4.8,84.64
20,25-34,Outerwear,Turquoise,No,0,Weekly,Female,Jacket,Washington,"0
New",Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,28,2706,0,1,5,106.5
20,25-34,Outerwear,Silver,No,0,Fortnightly,Female,Coat,Maryland,"0
New",Card,Summer,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,29,3817,0,1,4.3,132.32
30,25-34,Outerwear,Charcoal,No,0,Monthly,Female,Coat,California,"0
New",Card,Summer,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,33,3061,0,1,4.7,102.03
30,25-34,Outerwear,Charcoal,No,0,Fortnightly,Female,Coat,Maine,1 - 3,Card,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,32,3322,2,1,4.3,598.7
30,25-34,Accessories,Olive,No,0,Monthly,Female,Belt,South Carolina,7 & more,Cash,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,34,3237,7,1,4.1,121.01
10,18-24,Accessories,Lavender,No,0,Weekly,Female,Handbag,Texas,1 - 3,Cash,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,19,3111,1,1,4.6,30.68
10,18-24,Accessories,White,No,0,Weekly,Female,Backpack,Iowa,"0
New",Cash,Spring,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,19,3897,0,1,4.5,34.05
20,25-34,Accessories,Charcoal,No,0,Fortnightly,Female,Belt,Iowa,1 - 3,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,27,3038,1,1,4.8,28.43
30,35-44,Accessories,Beige,No,0,Monthly,Female,Handbag,Massachusetts,4 - 6,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,36,2941,6,1,4.8,126.95
30,35-44,Accessories,Turquoise,No,0,Weekly,Female,Handbag,Tennessee,"0
New",Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,36,3380,0,1,5,36.54
20,18-24,Accessories,Cyan,No,0,Fortnightly,Female,Gloves,Nebraska,"0
New",Cash,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,20,3340,0,1,3.6,426.06
30,35-44,Accessories,Orange,No,0,Quarterly,Female,Gloves,Idaho,"0
New",Cash,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,38,2935,0,1,4.7,10.2
30,25-34,Accessories,Green,No,0,Quarterly,Female,Backpack,Massachusetts,1 - 3,Cash,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,31,3503,2,1,4.7,53.13
30,25-34,Accessories,Blue,No,0,Monthly,Female,Belt,New Hampshire,"0
New",Cash,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,31,3590,0,1,4.8,78.44
20,18-24,Accessories,Turquoise,No,0,Fortnightly,Female,Sunglasses,Pennsylvania,"0
New",Cash,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,24,3861,0,1,4.4,57.1
20,25-34,Accessories,Lavender,No,0,Weekly,Female,Hat,Oklahoma,1 - 3,Cash,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,28,3631,1,1,4.8,78.41
30,25-34,Accessories,Orange,No,0,Monthly,Female,Handbag,Mississippi,"0
New",Cash,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,30,3305,0,1,4.8,97.89
20,18-24,Accessories,Peach,No,0,Weekly,Female,Hat,Texas,1 - 3,Cash,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,22,3625,3,1,5,110.47
30,25-34,Clothing,Gray,No,0,Monthly,Female,Blouse,Kentucky,"0
New",Cash,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,33,3139,0,1,4.6,230.37
40,45-54,Clothing,Gold,No,0,Quarterly,Female,Shorts,Minnesota,4 - 6,Cash,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,49,3379,5,1,4.5,84.39
20,25-34,Clothing,Silver,No,0,Quarterly,Female,Blouse,Delaware,"0
New",Cash,Spring,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,25,3556,0,1,4.6,10.78
30,25-34,Clothing,Turquoise,No,0,Fortnightly,Female,Dress,California,4 - 6,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,34,2879,6,1,4.3,133.21
40,45-54,Clothing,Black,No,0,Monthly,Female,Hoodie,Idaho,1 - 3,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,45,3244,1,1,5,433.02
20,25-34,Clothing,Red,No,0,Monthly,Female,Socks,Pennsylvania,4 - 6,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,29,3094,4,1,4.8,55.11
30,25-34,Clothing,Lavender,No,0,Quarterly,Female,Blouse,Indiana,1 - 3,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,30,3017,1,1,4.9,12.83
50,55-64,Clothing,Maroon,No,0,Fortnightly,Female,T-shirt,Utah,1 - 3,Cash,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,56,3083,3,1,4,440.35
20,25-34,Clothing,Peach,No,0,Quarterly,Female,Shirt,Texas,4 - 6,Cash,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,29,3091,5,1,4.9,20.56
20,25-34,Clothing,White,No,0,Weekly,Female,Blouse,Washington,"0
New",Cash,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,28,3406,0,1,4.2,138.2
30,25-34,Clothing,Lavender,No,0,Monthly,Female,Socks,Montana,4 - 6,Cash,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,31,3431,4,1,4.2,78.56
20,25-34,Clothing,Magenta,No,0,Weekly,Female,Sweater,South Carolina,4 - 6,Cash,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,25,3295,5,1,4.5,50
20,18-24,Clothing,Magenta,No,0,Monthly,Female,Sweater,Indiana,7 & more,Cash,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,21,3255,9,1,4.9,16.43
30,25-34,Clothing,White,No,0,Quarterly,Female,Sweater,Nevada,4 - 6,Cash,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,33,2995,6,1,3.5,619.85
20,25-34,Clothing,Teal,No,0,Quarterly,Female,Sweater,Delaware,4 - 6,Cash,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,25,3489,6,1,4.9,13.48
20,18-24,Clothing,Purple,No,0,Weekly,Female,Hoodie,Connecticut,4 - 6,Cash,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,23,3599,4,1,4.6,87.07
30,25-34,Footwear,Gray,No,0,Quarterly,Female,Boots,Wisconsin,1 - 3,Cash,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,33,2849,2,1,4.9,75.9
30,35-44,Footwear,Gray,No,0,Weekly,Female,Boots,Kentucky,"0
New",Cash,Spring,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,35,3135,0,1,4.4,61.43
20,18-24,Footwear,White,No,0,Fortnightly,Female,Sneakers,Colorado,1 - 3,Cash,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,21,2868,1,1,4.9,42.2
20,25-34,Footwear,Charcoal,No,0,Fortnightly,Female,Sandals,New Mexico,"0
New",Cash,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,26,3702,0,1,4.5,61.13
20,25-34,Footwear,Maroon,No,0,Quarterly,Female,Boots,Connecticut,1 - 3,Cash,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,27,3415,2,1,4.9,207.27
20,25-34,Footwear,Gray,No,0,Fortnightly,Female,Sandals,Illinois,"0
New",Cash,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,27,3660,0,1,4.9,90.7
40,45-54,Footwear,Olive,No,0,Fortnightly,Female,Shoes,Maine,4 - 6,Cash,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,48,3053,6,1,4.5,22.27
30,25-34,Outerwear,Violet,No,0,Monthly,Female,Coat,Hawaii,4 - 6,Cash,Summer,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,30,2863,4,1,4.7,84.27
40,45-54,Outerwear,Gray,No,0,Weekly,Female,Coat,Alabama,1 - 3,Cash,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,49,3267,1,1,4.2,81.64
30,25-34,Accessories,Pink,No,0,Fortnightly,Male,Gloves,Pennsylvania,1 - 3,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,33,1878,2,1,3.6,53.46
50,45-54,Accessories,Peach,No,0,Monthly,Male,Jewelry,California,1 - 3,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,54,2110,2,1,2.7,16.49
20,18-24,Accessories,Maroon,No,0,Weekly,Male,Sunglasses,Wisconsin,4 - 6,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,24,2586,4,1,4.4,21.62
60,55-64,Accessories,Indigo,No,0,Fortnightly,Male,Backpack,Ohio,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,60,1795,3,1,3.7,24.5
30,25-34,Accessories,White,No,0,Fortnightly,Male,Backpack,Connecticut,4 - 6,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,32,1991,5,1,3.4,236.5
50,55-64,Accessories,Blue,No,0,Monthly,Male,Backpack,Minnesota,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,55,2057,1,1,4.4,30.79
50,45-54,Accessories,Beige,No,0,Quarterly,Male,Hat,Connecticut,"0
New",Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,50,2296,0,1,2.9,10.22
20,25-34,Accessories,Turquoise,No,0,Weekly,Male,Gloves,California,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,25,2478,1,1,3.8,24.43
20,25-34,Accessories,Maroon,No,0,Weekly,Male,Belt,Oregon,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,25,1798,2,1,3.9,19.82
20,25-34,Accessories,Violet,No,0,Fortnightly,Male,Backpack,Arizona,1 - 3,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,25,2131,1,1,3.7,66.25
20,18-24,Accessories,Turquoise,No,0,Monthly,Male,Scarf,New York,"0
New",Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,24,2199,0,1,3.5,102.5
30,35-44,Accessories,Cyan,No,0,Weekly,Male,Jewelry,South Dakota,"0
New",Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,39,1706,0,1,3.4,14.96
20,25-34,Accessories,Teal,No,0,Fortnightly,Male,Sunglasses,Alaska,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,28,1898,1,1,2.9,305.79
20,18-24,Accessories,Pink,No,0,Monthly,Male,Backpack,Texas,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,22,2549,1,1,3.8,55.28
20,18-24,Accessories,Lavender,No,0,Monthly,Male,Handbag,Ohio,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,22,1784,1,1,3.3,34.27
20,25-34,Accessories,Maroon,No,0,Quarterly,Male,Sunglasses,Mississippi,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,25,2365,3,1,4.2,50.22
20,18-24,Accessories,Teal,No,0,Weekly,Male,Sunglasses,Michigan,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,24,1745,3,1,3,55.65
20,18-24,Accessories,Olive,No,0,Fortnightly,Male,Backpack,Alaska,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,21,2418,1,1,3.3,11.49
40,35-44,Accessories,Green,No,0,Fortnightly,Male,Handbag,Rhode Island,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,43,1807,2,1,3.9,63.99
40,35-44,Accessories,Silver,No,0,Fortnightly,Male,Hat,Iowa,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,40,1963,3,1,4.4,29.72
60,55-64,Accessories,Gray,No,0,Monthly,Male,Jewelry,Vermont,"0
New",Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,60,2107,0,1,4.4,19.02
30,25-34,Accessories,White,No,0,Monthly,Male,Sunglasses,Missouri,"0
New",Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,31,1727,0,1,3.1,127.86
40,35-44,Accessories,White,No,0,Monthly,Male,Sunglasses,North Carolina,"0
New",Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,43,1819,0,1,3.8,23.52
50,55-64,Accessories,White,No,0,Monthly,Male,Handbag,Montana,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,56,2354,2,1,4.1,73.52
20,25-34,Accessories,Magenta,No,0,Monthly,Male,Handbag,Minnesota,4 - 6,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,29,2522,4,1,4.4,18.1
20,25-34,Accessories,Lavender,No,0,Quarterly,Male,Scarf,Kentucky,"0
New",Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,28,1836,0,1,3.2,84.94
30,25-34,Accessories,Red,No,0,Quarterly,Male,Jewelry,Georgia,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,31,2046,2,1,4.4,9.06
20,18-24,Accessories,Maroon,No,0,Quarterly,Male,Hat,Hawaii,4 - 6,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,21,2214,4,1,2.9,212.45
20,18-24,Accessories,Green,No,0,Weekly,Male,Gloves,Kansas,4 - 6,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,21,2229,4,1,3.7,35.39
40,35-44,Accessories,Brown,No,0,Weekly,Male,Scarf,Oklahoma,7 & more,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,41,2386,8,1,3.8,16.46
30,35-44,Accessories,Brown,No,0,Fortnightly,Male,Sunglasses,North Dakota,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,37,1707,2,1,3,139.94
60,65-70,Accessories,Silver,No,0,Fortnightly,Male,Backpack,New Mexico,4 - 6,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,66,1927,5,1,3,197.25
20,18-24,Accessories,Gray,No,0,Monthly,Male,Scarf,Alabama,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,24,2362,1,1,4.3,57.41
40,35-44,Accessories,Peach,No,0,Monthly,Male,Hat,South Dakota,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,40,2380,3,1,4,91.23
60,55-64,Accessories,Green,No,0,Weekly,Male,Handbag,Tennessee,"0
New",Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,60,1739,0,1,2.9,27.84
30,35-44,Accessories,White,No,0,Fortnightly,Male,Scarf,Florida,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,36,2075,0,1,3.1,39.52
20,18-24,Accessories,Silver,No,0,Monthly,Male,Backpack,Louisiana,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,21,1973,0,1,3.3,16.5
40,35-44,Accessories,Turquoise,No,0,Monthly,Male,Sunglasses,Kansas,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,41,1983,1,1,2.7,91.47
20,25-34,Accessories,Lavender,No,0,Monthly,Male,Sunglasses,New Jersey,4 - 6,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,29,2369,5,1,3.3,22.57
40,45-54,Accessories,Purple,No,0,Monthly,Male,Backpack,West Virginia,4 - 6,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,49,2424,6,1,2.8,106.88
20,25-34,Accessories,Cyan,No,0,Quarterly,Male,Handbag,Illinois,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,27,2506,0,1,3.5,84.81
20,18-24,Accessories,Gray,No,0,Quarterly,Male,Backpack,Montana,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,24,2357,2,1,3,46.85
30,25-34,Accessories,Yellow,No,0,Quarterly,Male,Scarf,Wisconsin,7 & more,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,30,1847,8,1,2.9,39.61
20,18-24,Accessories,Charcoal,No,0,Quarterly,Male,Belt,New Jersey,7 & more,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,24,2541,9,1,3.9,26.45
20,18-24,Accessories,Peach,No,0,Weekly,Male,Backpack,Delaware,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,24,2589,0,1,3.2,34.16
30,25-34,Accessories,Charcoal,No,0,Weekly,Male,Gloves,New York,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,33,2044,0,1,2.7,18.12
30,25-34,Accessories,Olive,No,0,Weekly,Male,Backpack,Virginia,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,34,1920,3,1,3.1,43.77
30,35-44,Accessories,White,No,0,Fortnightly,Male,Jewelry,Arkansas,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,36,2543,2,1,3.7,10.21
30,35-44,Accessories,Peach,No,0,Fortnightly,Male,Scarf,New Hampshire,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,36,2630,2,1,3.8,28.27
20,25-34,Accessories,Green,No,0,Monthly,Male,Backpack,Arizona,"0
New",Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,28,2263,0,1,3.1,10.22
50,55-64,Accessories,Purple,No,0,Monthly,Male,Scarf,Connecticut,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,55,2588,1,1,3.7,14.91
20,25-34,Accessories,Green,No,0,Quarterly,Male,Handbag,Maine,"0
New",Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,25,2022,0,1,4.4,18.13
20,25-34,Accessories,Charcoal,No,0,Weekly,Male,Scarf,Virginia,"0
New",Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,29,1780,0,1,4.3,53.55
10,18-24,Accessories,Green,No,0,Weekly,Male,Belt,California,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,19,2337,1,1,3.1,211.27
20,25-34,Accessories,Silver,No,0,Weekly,Male,Hat,Pennsylvania,4 - 6,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,27,1759,4,1,4.3,43.81
30,35-44,Accessories,Yellow,No,0,Quarterly,Male,Handbag,Missouri,"0
New",Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,35,2567,0,1,3.3,22.55
10,18-24,Accessories,Cyan,No,0,Quarterly,Male,Backpack,Wyoming,1 - 3,Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,19,1865,3,1,3.2,76.32
20,18-24,Accessories,Violet,No,0,Weekly,Male,Hat,Tennessee,"0
New",Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,21,2449,0,1,3,12.15
20,25-34,Accessories,Gray,No,0,Weekly,Male,Sunglasses,South Dakota,4 - 6,Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,29,2081,4,1,3.5,31.91
30,25-34,Accessories,Gold,No,0,Weekly,Male,Scarf,West Virginia,4 - 6,Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,33,2445,5,1,3.7,59.66
30,25-34,Accessories,Magenta,No,0,Monthly,Male,Jewelry,Delaware,1 - 3,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,34,1722,2,1,4.3,14.25
30,25-34,Accessories,Blue,No,0,Weekly,Male,Gloves,Kentucky,"0
New",Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,32,2268,0,1,3.8,34.21
30,35-44,Accessories,Charcoal,No,0,Weekly,Male,Jewelry,Maryland,"0
New",Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,35,1990,0,1,4,26.27
30,25-34,Accessories,Turquoise,No,0,Weekly,Male,Sunglasses,West Virginia,4 - 6,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,31,1697,6,1,4,68.7
70,65-70,Accessories,Teal,No,0,Monthly,Male,Jewelry,Minnesota,"0
New",Card,Summer,Courier,S,No,Retail_Clothing_Sales.csv,70,1937,0,1,4.3,50.3
60,65-70,Accessories,Green,No,0,Monthly,Male,Sunglasses,New Mexico,"0
New",Card,Summer,Courier,S,No,Retail_Clothing_Sales.csv,66,2031,0,1,2.8,63.88
20,18-24,Accessories,Black,No,0,Fortnightly,Male,Handbag,Ohio,1 - 3,Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,24,2284,1,1,4.1,29.66
20,25-34,Accessories,Purple,No,0,Fortnightly,Male,Sunglasses,Wyoming,1 - 3,Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,27,2002,1,1,2.6,162.73
40,45-54,Accessories,Green,No,0,Monthly,Male,Belt,Mississippi,1 - 3,Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,48,2560,3,1,4,73.42
20,18-24,Accessories,Red,No,0,Quarterly,Male,Belt,Vermont,"0
New",Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,24,2177,0,1,3.4,174.71
20,18-24,Accessories,Olive,No,0,Weekly,Male,Belt,Massachusetts,1 - 3,Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,20,2523,3,1,2.5,39.48
60,55-64,Accessories,Olive,No,0,Fortnightly,Male,Backpack,Nevada,1 - 3,Card,Fall,Courier,XL,No,Retail_Clothing_Sales.csv,64,2599,1,1,3.3,133.41
40,35-44,Accessories,Cyan,No,0,Weekly,Male,Belt,New Jersey,"0
New",Card,Fall,Courier,XL,No,Retail_Clothing_Sales.csv,41,2482,0,1,2.9,184.52
70,65-70,Accessories,Gold,No,0,Fortnightly,Male,Scarf,New York,"0
New",Card,Spring,Courier,XL,No,Retail_Clothing_Sales.csv,70,1724,0,1,3.3,9.07
30,35-44,Accessories,Purple,No,0,Fortnightly,Male,Belt,Maryland,4 - 6,Card,Spring,Courier,XL,No,Retail_Clothing_Sales.csv,36,2553,6,1,3.2,32.99
40,35-44,Accessories,Orange,No,0,Monthly,Male,Backpack,Nebraska,1 - 3,Card,Spring,Courier,XL,No,Retail_Clothing_Sales.csv,40,2496,1,1,3.1,21.63
30,25-34,Accessories,Gray,No,0,Quarterly,Male,Jewelry,South Carolina,"0
New",Card,Spring,Courier,XL,No,Retail_Clothing_Sales.csv,33,2041,0,1,2.9,12.19
20,25-34,Accessories,Violet,No,0,Monthly,Male,Scarf,Colorado,1 - 3,Card,Summer,Courier,XL,No,Retail_Clothing_Sales.csv,28,2209,3,1,2.7,30.77
30,25-34,Accessories,Beige,No,0,Weekly,Male,Jewelry,Arizona,1 - 3,Card,Summer,Courier,XL,No,Retail_Clothing_Sales.csv,34,1857,1,1,3.2,42.31
20,18-24,Accessories,Green,No,0,Weekly,Male,Gloves,Montana,1 - 3,Card,Winter,Courier,XL,No,Retail_Clothing_Sales.csv,24,2178,2,1,3,196.27
